Day,Type,Duration
28,Type 1,0.3962777056199318
28,Type 1,0.4394932609304858
28,Type 1,0.5126691577884847
28,Type 1,0.4207973592893984
29,Type 1,0.5143042432967543
29,Type 1,0.48175229501638783
29,Type 1,0.5741302430764272
29,Type 1,0.39906038661564824
29,Type 1,0.5273947415264506
29,Type 1,0.2916225921785266
29,Type 1,0.5772920817638834
29,Type 1,0.5287485554336528
29,Type 1,0.3437084040896282
29,Type 1,0.46195971708735933
29,Type 1,0.5060574113424438
29,Type 1,0.47825139849536347
29,Type 1,0.4025046661060958
29,Type 1,0.42441066128438065
29,Type 1,0.5129647585609894
29,Type 1,0.41151633124217174
29,Type 1,0.44853642544101213
29,Type 1,0.5003102542838096
29,Type 1,0.36582886955942606
30,Type 1,0.47382783075804014
30,Type 1,0.5522664326418167
30,Type 1,0.3650561494544017
30,Type 1,0.3807884898689752
30,Type 1,0.21493086588134386
30,Type 1,0.47190543179376443
30,Type 1,0.36780533646523406
30,Type 1,0.37254469817955327
30,Type 1,0.438025184899894
30,Type 1,0.3727495682105717
30,Type 1,0.4668162368991416
30,Type 1,0.44077936915607135
30,Type 1,0.4244109897689014
30,Type 1,0.5151946004667481
30,Type 1,0.4313091396689556
30,Type 1,0.29628518400833714
30,Type 1,0.5419374978141723
30,Type 1,0.49723765714223506
30,Type 1,0.45953741777010276
30,Type 1,0.3346885744669903
30,Type 1,0.3554852772804158
30,Type 1,0.43553898295640636
30,Type 1,0.48664822978544015
30,Type 1,0.2870768853699939
1,Type 2,1.37364213317945
1,Type 2,0.57415199238577
1,Type 2,0.710967163061603
1,Type 2,0.520395762441198
1,Type 2,0.882716431955714
1,Type 2,0.76852370361521
1,Type 2,0.552675086506463
1,Type 2,0.81877466545622
1,Type 2,0.58563531910555
1,Type 2,0.976021987059495
1,Type 2,0.710967163061603
1,Type 2,0.664511646095865
1,Type 2,0.918876977568073
1,Type 2,0.768556453549532
2,Type 2,0.673829183258319
2,Type 2,0.925157143639142
2,Type 2,0.439519791787407
2,Type 2,0.630319440349419
2,Type 2,0.440738914706971
2,Type 2,0.345744652544927
2,Type 2,0.60615009658052
2,Type 2,0.598387599616478
2,Type 2,0.446584716118008
2,Type 2,0.882716431955714
2,Type 2,0.778692014333644
2,Type 2,0.877895553563644
2,Type 2,0.766371498587291
3,Type 2,0.480347617488045
3,Type 2,0.786835005956487
3,Type 2,0.786835005956487
3,Type 2,1.05500496571281
3,Type 2,0.530172679986831
3,Type 2,0.925157143639142
3,Type 2,0.686623315689482
3,Type 2,0.60615009658052
3,Type 2,0.873630653403555
3,Type 2,0.553147789243605
3,Type 2,1.16220446880684
3,Type 2,0.509011758080986
4,Type 2,1.10978397943013
4,Type 2,0.511166807092878
4,Type 2,1.05500496571281
4,Type 2,0.779920452775446
4,Type 2,0.432749360085976
4,Type 2,0.503288673968332
4,Type 2,0.581352493814459
4,Type 2,0.775458113075488
5,Type 2,0.736011535817371
5,Type 2,0.57415199238577
5,Type 2,1.02033180504186
5,Type 2,0.60615009658052
5,Type 2,0.548656896185001
5,Type 2,0.369060584029871
5,Type 2,0.675873094420223
5,Type 2,0.57415199238577
5,Type 2,0.786835005956487
5,Type 2,0.63558879660829
5,Type 2,0.693369431127321
5,Type 2,0.592746747685334
5,Type 2,0.713888659186613
6,Type 2,0.745192362529359
6,Type 2,1.10978397943013
6,Type 2,0.464709839305702
6,Type 2,0.608694155578127
6,Type 2,0.695499145028019
6,Type 2,0.838401713807582
6,Type 2,0.53380635221071
6,Type 2,0.996036578985453
7,Type 2,0.570692304584612
7,Type 2,0.64957832753997
7,Type 2,0.737526427819625
7,Type 2,0.909083128358466
7,Type 2,0.76852370361521
7,Type 2,0.989326905501992
7,Type 2,0.851017774654
7,Type 2,0.436385508067113
7,Type 2,0.877543189011417
8,Type 2,0.509011758080986
8,Type 2,1.05500496571281
8,Type 2,0.518493744221996
8,Type 2,0.825116948337912
8,Type 2,0.409909597588264
8,Type 2,0.701228953379081
8,Type 2,0.871779680213871
8,Type 2,0.440738914706971
8,Type 2,0.695847588074338
8,Type 2,0.813553378152151
9,Type 2,0.558307493990313
9,Type 2,0.596613108541328
9,Type 2,0.520395762441198
9,Type 2,0.81742291924426
9,Type 2,0.599238465626428
9,Type 2,0.511166807092878
10,Type 2,0.581352493814459
10,Type 2,0.693369431127321
10,Type 2,0.596613108541328
10,Type 2,0.66410241331256
10,Type 2,0.871779680213871
10,Type 2,0.620059371908044
10,Type 2,0.529728123019215
10,Type 2,0.483177955702532
10,Type 2,0.50791643651821
10,Type 2,0.769734785482076
10,Type 2,0.916836864598608
10,Type 2,0.812130782961687
11,Type 2,0.66434402069347
11,Type 2,0.887713891265447
11,Type 2,0.534231745011772
11,Type 2,0.620918951567794
11,Type 2,0.63647780165893
11,Type 2,0.973508729908862
11,Type 2,0.66434402069347
11,Type 2,0.574498240557215
11,Type 2,0.873630653403555
11,Type 2,0.32463578580142
11,Type 2,1.13235575559825
11,Type 2,0.851017774654
11,Type 2,0.570692304584612
12,Type 2,0.769734785482076
12,Type 2,0.650763710056686
12,Type 2,0.744607640460558
12,Type 2,0.774015579633695
12,Type 2,0.686623315689482
12,Type 2,0.311349282000605
13,Type 2,0.509011758080986
13,Type 2,1.12437330264913
13,Type 2,0.897649007290511
13,Type 2,0.55069137060412
14,Type 2,0.640379350438141
14,Type 2,0.329665904883338
14,Type 2,0.57415199238577
14,Type 2,0.629246307532056
14,Type 2,0.433019640310002
14,Type 2,0.432749360085976
14,Type 2,0.57415199238577
15,Type 2,0.59281713941298
15,Type 2,0.536704114940252
15,Type 2,0.736011535817371
15,Type 2,0.432749360085976
15,Type 2,0.614411777670133
15,Type 2,0.591749362499591
15,Type 2,0.736643323683316
16,Type 2,0.527565196333289
16,Type 2,0.63558879660829
16,Type 2,0.41439179576621
16,Type 2,0.581352493814459
16,Type 2,0.548656896185001
16,Type 2,0.664511646095865
16,Type 2,0.958320435409582
16,Type 2,0.89101648223561
16,Type 2,0.436385508067113
16,Type 2,0.567411445639454
16,Type 2,0.81742291924426
16,Type 2,0.630319440349419
16,Type 2,0.597575988932513
17,Type 2,0.877543189011417
17,Type 2,0.483177955702532
17,Type 2,1.00771281291168
17,Type 2,0.466628102075019
17,Type 2,0.69189991799707
17,Type 2,0.586691725210194
17,Type 2,0.530172679986831
17,Type 2,0.400732867079792
17,Type 2,0.81742291924426
17,Type 2,0.871380377685817
17,Type 2,0.570692304584612
17,Type 2,0.909083128358466
17,Type 2,0.705997219226751
17,Type 2,0.41439179576621
17,Type 2,0.529728123019215
18,Type 2,0.851017774654
18,Type 2,0.466628102075019
18,Type 2,0.591749362499591
18,Type 2,0.811685283203736
18,Type 2,0.285875367728698
18,Type 2,0.982807476326601
18,Type 2,0.285875367728698
18,Type 2,0.768556453549532
18,Type 2,0.400732867079792
18,Type 2,0.786835005956487
18,Type 2,1.13521133548682
19,Type 2,0.433019640310002
19,Type 2,1.37364213317945
19,Type 2,0.40628188682494
19,Type 2,0.63558879660829
19,Type 2,0.664511646095865
19,Type 2,0.811685283203736
19,Type 2,0.374549947577256
19,Type 2,0.745192362529359
20,Type 2,0.81742291924426
20,Type 2,0.877543189011417
20,Type 2,0.667945522377119
20,Type 2,0.329665904883338
20,Type 2,0.762439871004165
20,Type 2,0.767863670902121
20,Type 2,0.877895553563644
20,Type 2,0.786835005956487
20,Type 2,0.882716431955714
20,Type 2,0.807654251413942
21,Type 2,0.6353645897556
21,Type 2,0.813553378152151
21,Type 2,0.476450212565475
21,Type 2,1.24446236286963
21,Type 2,0.736643323683316
21,Type 2,0.514468274408636
21,Type 2,0.719825586006484
21,Type 2,0.553147789243605
22,Type 2,0.4319802953295
22,Type 2,0.345744652544927
22,Type 2,0.705997219226751
22,Type 2,0.959322619621463
22,Type 2,0.719825586006484
22,Type 2,0.381382218863844
22,Type 2,0.446584716118008
22,Type 2,0.520395762441198
22,Type 2,0.705997219226751
22,Type 2,0.310758380169303
22,Type 2,0.53380635221071
22,Type 2,0.567411445639454
22,Type 2,0.66110264792657
23,Type 2,0.566569373492738
23,Type 2,0.40628188682494
23,Type 2,0.882716431955714
23,Type 2,0.66434402069347
23,Type 2,0.567411445639454
24,Type 2,0.520395762441198
24,Type 2,0.57415199238577
24,Type 2,0.34191294339534
24,Type 2,0.704529078211327
24,Type 2,0.976021987059495
24,Type 2,0.664511646095865
24,Type 2,0.813553378152151
25,Type 2,0.786835005956487
25,Type 2,0.433019640310002
25,Type 2,0.921869078161231
25,Type 2,0.618362180728516
25,Type 2,0.666952721659761
25,Type 2,0.592746747685334
25,Type 2,0.40628188682494
25,Type 2,0.958320435409582
25,Type 2,0.771173452187107
25,Type 2,0.614411777670133
25,Type 2,0.592746747685334
25,Type 2,0.925157143639142
25,Type 2,0.311349282000605
25,Type 2,0.843130251889664
26,Type 2,0.59281713941298
26,Type 2,0.511166807092878
26,Type 2,1.05016433582861
26,Type 2,0.574498240557215
26,Type 2,0.666952721659761
26,Type 2,0.920022542697896
26,Type 2,0.567411445639454
26,Type 2,0.683804044661034
26,Type 2,0.967598584349462
26,Type 2,0.807654251413942
26,Type 2,0.570692304584612
26,Type 2,0.769734785482076
26,Type 2,0.618362180728516
26,Type 2,0.502128520596262
26,Type 2,0.604046396341805
26,Type 2,0.686623315689482
27,Type 2,0.643956892607587
27,Type 2,0.433019640310002
27,Type 2,0.807214845692583
27,Type 2,1.12437330264913
27,Type 2,0.503288673968332
27,Type 2,0.34191294339534
27,Type 2,0.705997219226751
27,Type 2,0.440738914706971
27,Type 2,0.630274965850916
27,Type 2,0.664511646095865
28,Type 2,0.630319440349419
28,Type 2,0.811685283203736
28,Type 2,0.629246307532056
28,Type 2,0.958320435409582
28,Type 2,0.520395762441198
28,Type 2,0.608694155578127
28,Type 2,0.693369431127321
29,Type 2,0.548656896185001
29,Type 2,0.566569373492738
29,Type 2,0.916836864598608
29,Type 2,0.758503150923888
29,Type 2,0.57415199238577
29,Type 2,0.877543189011417
29,Type 2,0.66110264792657
29,Type 2,0.63558879660829
29,Type 2,0.66110264792657
30,Type 2,0.586691725210194
30,Type 2,0.744607640460558
30,Type 2,0.838401713807582
30,Type 2,0.614411777670133
30,Type 2,1.09903619086853
30,Type 2,0.285875367728698
30,Type 2,0.786835005956487
30,Type 2,0.958320435409582
30,Type 2,0.673829183258319
30,Type 2,0.601310033657179
30,Type 2,0.32463578580142
